Time, AccX1, AccY1, AccZ1, AccX2, AccY2, AccZ2, AngVelX1, AngVelY1, AngVelZ1, AngVelX2, AngVelY2, AngVelZ2, AngX1, AngY1, AngZ1, AngX2, AngY2, AngZ2
18:20:54.881, 0.13398437500000002,0.06220703125,9.83349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:20:54.990, -0.0095703125,-0.00478515625,9.8,0.0,0.019140625,9.80478515625,0.0,0.0,0.0,-0.18310546875,-0.6103515625,0.0,-0.2032470703125,0.2197265625,-120.0531005859375,-0.24169921875,-1.5765380859375,-120.069580078125
18:20:55.097, 0.07177734375,0.0095703125,9.790429687500001,0.028710937500000002,-0.014355468750000001,9.780859375,0.0,0.0,0.0,-0.30517578125,-0.67138671875,-0.06103515625,-0.0494384765625,-0.02197265625,-115.3399658203125,-0.2362060546875,-1.5765380859375,-120.0640869140625
18:20:55.206, 0.0478515625,0.014355468750000001,9.83349609375,0.052636718750000006,0.019140625,9.780859375,0.0,-0.06103515625,-0.18310546875,0.0,-0.67138671875,0.0,-0.054931640625,-0.02197265625,-115.3399658203125,-0.230712890625,-1.5765380859375,-120.0640869140625
18:20:55.315, 0.02392578125,-0.052636718750000006,9.790429687500001,0.03828125,0.033496093750000004,9.77607421875,0.0,0.0,0.0,-0.18310546875,-0.8544921875,0.0,-0.0604248046875,-0.0164794921875,-115.33447265625,-0.2362060546875,-1.571044921875,-120.069580078125
18:20:55.424, 0.0478515625,0.03828125,9.780859375,0.019140625,0.04306640625,9.77607421875,0.0,-0.06103515625,-0.244140625,0.06103515625,-0.79345703125,0.0,-0.0604248046875,-0.0164794921875,-115.33447265625,-0.230712890625,-1.571044921875,-120.0640869140625
18:20:55.532, 0.03828125,-0.028710937500000002,9.80478515625,0.033496093750000004,0.019140625,9.780859375,0.06103515625,0.0,0.18310546875,0.0,-0.54931640625,0.0,-0.06591796875,-0.02197265625,-115.33447265625,-0.2362060546875,-1.571044921875,-120.0640869140625
18:20:55.639, 0.0,0.0095703125,9.77607421875,0.04306640625,0.02392578125,9.790429687500001,-0.1220703125,0.1220703125,0.06103515625,-0.18310546875,-0.6103515625,0.0,-0.06591796875,-0.02197265625,-115.3179931640625,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:55.747, 0.033496093750000004,0.0,9.8095703125,0.03828125,-0.0095703125,9.80478515625,-0.06103515625,0.0,0.06103515625,-0.06103515625,-0.67138671875,0.0,-0.06591796875,-0.0274658203125,-115.3179931640625,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:55.856, 0.014355468750000001,-0.00478515625,9.819140625000001,0.052636718750000006,-0.014355468750000001,9.8,0.0,0.06103515625,0.06103515625,-0.1220703125,-0.732421875,-0.06103515625,-0.06591796875,-0.0274658203125,-115.3070068359375,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:55.964, 0.014355468750000001,0.00478515625,9.78564453125,0.028710937500000002,0.02392578125,9.790429687500001,0.06103515625,0.0,0.244140625,-0.30517578125,-0.6103515625,-0.06103515625,-0.06591796875,-0.0274658203125,-115.301513671875,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:56.073, 0.019140625,0.0,9.766503906250001,0.02392578125,0.014355468750000001,9.8095703125,0.0,0.0,0.244140625,-0.06103515625,-0.8544921875,-0.06103515625,-0.06591796875,-0.0274658203125,-115.301513671875,-0.2362060546875,-1.5655517578125,-120.0640869140625
18:20:56.182, 0.0478515625,0.02392578125,9.814355468750001,0.052636718750000006,0.019140625,9.766503906250001,0.06103515625,0.0,0.48828125,-0.1220703125,-0.732421875,0.0,-0.06591796875,-0.0274658203125,-115.301513671875,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:56.292, 0.019140625,-0.00478515625,9.80478515625,0.02392578125,-0.014355468750000001,9.78564453125,0.0,-0.06103515625,-0.30517578125,-0.18310546875,-0.732421875,0.0,-0.0714111328125,-0.02197265625,-115.29052734375,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:56.399, 0.014355468750000001,0.0,9.795214843750001,0.04306640625,0.00478515625,9.80478515625,0.0,0.0,0.0,-0.244140625,-0.79345703125,-0.06103515625,-0.0714111328125,-0.02197265625,-115.2960205078125,-0.230712890625,-1.5655517578125,-120.05859375
18:20:56.508, 0.028710937500000002,0.00478515625,9.78564453125,0.0095703125,0.02392578125,9.795214843750001,0.0,0.0,0.0,-0.18310546875,-0.79345703125,0.0,-0.06591796875,-0.02197265625,-115.2960205078125,-0.2252197265625,-1.56005859375,-120.0640869140625
18:20:56.619, 0.0095703125,0.02392578125,9.8095703125,0.04306640625,0.0,9.77607421875,0.0,0.0,0.0,-0.1220703125,-0.67138671875,-0.06103515625,-0.06591796875,-0.0164794921875,-115.2960205078125,-0.2252197265625,-1.5655517578125,-120.0640869140625
18:20:56.728, 0.02392578125,0.019140625,9.790429687500001,0.04306640625,0.0095703125,9.790429687500001,0.0,0.0,0.0,-0.06103515625,-0.732421875,0.06103515625,-0.06591796875,-0.0164794921875,-115.2960205078125,-0.230712890625,-1.5655517578125,-120.0640869140625
18:20:56.837, 0.028710937500000002,0.0095703125,9.78564453125,0.04306640625,0.019140625,9.819140625000001,0.0,0.0,0.0,-0.244140625,-0.67138671875,-0.06103515625,-0.06591796875,-0.010986328125,-115.2960205078125,-0.230712890625,-1.56005859375,-120.0640869140625
